entity,entity_name,level,period,indicator,value,unit,source_id,series_id,quality,footnotes
ASI,Asia,region,2020-W04,burned_area_km2,8904.97,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W05,burned_area_km2,8761.2,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W06,burned_area_km2,8155.28,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W07,burned_area_km2,15650.47,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W08,burned_area_km2,14957.29,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W09,burned_area_km2,10370.45,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W10,burned_area_km2,19382.14,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W11,burned_area_km2,30309.27,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W12,burned_area_km2,32423.71,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W13,burned_area_km2,49710.76,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W14,burned_area_km2,26850.73,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W15,burned_area_km2,19026.24,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W16,burned_area_km2,14571.79,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W17,burned_area_km2,5420.8,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W18,burned_area_km2,4678.12,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W19,burned_area_km2,4282.39,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W20,burned_area_km2,2350.27,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W21,burned_area_km2,1965.24,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W22,burned_area_km2,1334.53,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W23,burned_area_km2,2029.78,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W24,burned_area_km2,2566.81,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W25,burned_area_km2,1954.69,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W26,burned_area_km2,2180.21,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W27,burned_area_km2,1186.17,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W28,burned_area_km2,1993.76,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W29,burned_area_km2,2597.97,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W30,burned_area_km2,1134.65,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W31,burned_area_km2,1261.64,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W32,burned_area_km2,1892.49,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W33,burned_area_km2,1136.4,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W34,burned_area_km2,1970.81,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W35,burned_area_km2,1907.12,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W36,burned_area_km2,1629.2,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W37,burned_area_km2,1676.6,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W38,burned_area_km2,1666.16,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W39,burned_area_km2,1279.92,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W40,burned_area_km2,1529.23,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W41,burned_area_km2,2134.85,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W42,burned_area_km2,3705.74,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W43,burned_area_km2,4050.75,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W44,burned_area_km2,7128.5,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W45,burned_area_km2,5309.64,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W46,burned_area_km2,2591.24,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W47,burned_area_km2,885.44,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W48,burned_area_km2,865.37,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W49,burned_area_km2,1256.75,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W50,burned_area_km2,1001.59,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W51,burned_area_km2,1875.11,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2020-W52,burned_area_km2,3577.81,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W01,burned_area_km2,2506.4,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W02,burned_area_km2,4674.9,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W03,burned_area_km2,4485.39,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W04,burned_area_km2,6523.13,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W05,burned_area_km2,11953.84,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W06,burned_area_km2,6647.84,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W07,burned_area_km2,10694.9,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W08,burned_area_km2,13735.5,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W09,burned_area_km2,30997.46,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W10,burned_area_km2,27581.78,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W11,burned_area_km2,26377.66,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W12,burned_area_km2,34223.72,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W13,burned_area_km2,43855.59,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W14,burned_area_km2,21249.82,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W15,burned_area_km2,20103.6,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W16,burned_area_km2,18052.72,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W17,burned_area_km2,11786.95,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W18,burned_area_km2,3413.61,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W19,burned_area_km2,2235.5,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W20,burned_area_km2,2525.02,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W21,burned_area_km2,2724.97,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W22,burned_area_km2,1852.09,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W23,burned_area_km2,944.39,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W24,burned_area_km2,991.49,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W25,burned_area_km2,2141.39,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W26,burned_area_km2,1881.96,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W27,burned_area_km2,2763.42,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W28,burned_area_km2,630.95,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W29,burned_area_km2,742.06,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W30,burned_area_km2,2402.09,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W31,burned_area_km2,1946.56,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W32,burned_area_km2,1494.83,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W33,burned_area_km2,1356.19,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W34,burned_area_km2,1919.8,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W35,burned_area_km2,1520.59,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W36,burned_area_km2,1592.49,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W37,burned_area_km2,1141.84,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W38,burned_area_km2,1693.77,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W39,burned_area_km2,1013.21,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W40,burned_area_km2,1151.02,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W41,burned_area_km2,1570.01,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W42,burned_area_km2,2218.57,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W43,burned_area_km2,3033.98,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W44,burned_area_km2,7884.11,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W45,burned_area_km2,6893.79,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W46,burned_area_km2,2845.76,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W47,burned_area_km2,1272.3,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W48,burned_area_km2,1220.54,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W49,burned_area_km2,1202.19,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W50,burned_area_km2,1332.2,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W51,burned_area_km2,1162.35,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2021-W52,burned_area_km2,1242.85,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W01,burned_area_km2,1924.03,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W02,burned_area_km2,2418.47,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W03,burned_area_km2,2704.28,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W04,burned_area_km2,3600.12,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W05,burned_area_km2,5515.36,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W06,burned_area_km2,5199.74,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W07,burned_area_km2,3921.92,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W08,burned_area_km2,5989.62,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W09,burned_area_km2,13916.63,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W10,burned_area_km2,16627.2,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W11,burned_area_km2,23291.4,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W12,burned_area_km2,13613.17,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W13,burned_area_km2,17827.07,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W14,burned_area_km2,22034.25,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W15,burned_area_km2,16458.85,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W16,burned_area_km2,17251.31,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W17,burned_area_km2,20535.69,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W18,burned_area_km2,3850.58,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W19,burned_area_km2,3723.33,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W20,burned_area_km2,2307.85,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W21,burned_area_km2,1366.16,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W22,burned_area_km2,1466.34,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W23,burned_area_km2,1780.08,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W24,burned_area_km2,985.31,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W25,burned_area_km2,788.68,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W26,burned_area_km2,1021.16,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W27,burned_area_km2,941.19,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W28,burned_area_km2,752.53,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W29,burned_area_km2,839.81,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W30,burned_area_km2,648.01,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W31,burned_area_km2,454.67,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W32,burned_area_km2,1401.26,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W33,burned_area_km2,1042.39,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W34,burned_area_km2,712.75,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W35,burned_area_km2,1515.68,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W36,burned_area_km2,2832.32,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W37,burned_area_km2,1148.89,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W38,burned_area_km2,1398.1,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W39,burned_area_km2,1158.57,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W40,burned_area_km2,1312.72,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W41,burned_area_km2,1281.54,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W42,burned_area_km2,1702.37,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W43,burned_area_km2,4161.04,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W44,burned_area_km2,4349.4,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W45,burned_area_km2,4544.38,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W46,burned_area_km2,1854.76,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W47,burned_area_km2,891.05,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W48,burned_area_km2,721.5,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W49,burned_area_km2,790.07,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W50,burned_area_km2,1463.31,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W51,burned_area_km2,2075.04,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2022-W52,burned_area_km2,1316.98,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W01,burned_area_km2,1807.03,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W02,burned_area_km2,2583.8,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W03,burned_area_km2,4943.77,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W04,burned_area_km2,6240.83,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W05,burned_area_km2,8590.16,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W06,burned_area_km2,13580.05,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W07,burned_area_km2,9567.6,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W08,burned_area_km2,9376.13,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W09,burned_area_km2,18698.56,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W10,burned_area_km2,19596.23,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W11,burned_area_km2,14173.89,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W12,burned_area_km2,37296.78,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W13,burned_area_km2,27906.54,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W14,burned_area_km2,39571.41,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W15,burned_area_km2,32757.19,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W16,burned_area_km2,19720.22,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W17,burned_area_km2,5373.37,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W18,burned_area_km2,5638.01,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W19,burned_area_km2,4008.16,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W20,burned_area_km2,2356.2,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W21,burned_area_km2,1493.09,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W22,burned_area_km2,1555.88,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W23,burned_area_km2,1810.59,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W24,burned_area_km2,895.78,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W25,burned_area_km2,636.48,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W26,burned_area_km2,518.81,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W27,burned_area_km2,672.28,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W28,burned_area_km2,825.49,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W29,burned_area_km2,1030.08,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W30,burned_area_km2,2217.48,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W31,burned_area_km2,1772.99,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W32,burned_area_km2,1799.82,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W33,burned_area_km2,1943.65,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W34,burned_area_km2,1547.23,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
ASI,Asia,region,2023-W35,burned_area_km2,3859.41,km2,K2,gwis_weekly_burned_area,measured,f_sensor_break;f_min_fire_size;f_product_level
