entity,entity_name,level,period,indicator,value,unit,source_id,series_id,quality,footnotes
WLD,Verden,world,-1650,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1630,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1610,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1590,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1570,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1550,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1530,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1510,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1490,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1470,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1450,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1430,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1410,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1390,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1370,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1350,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1330,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1310,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1290,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1270,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1250,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
WLD,Verden,world,-1230,charcoal_index,0.3362,zscore,K10,gcd_charcoal_composite,reconstructed,f_proxy
